Id,From,To,Booking_date,Journey_date,Airline,Code,Departure,Arrival,Duration,Stops,Price
4359,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-640,06:45,18:20,11h 35m,1-stop,
4360,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-604,08:20,20:10,11h 50m,1-stop,
4361,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-640,06:45,19:10,12h 25m,1-stop,
4362,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-604,08:20,21:15,12h 55m,1-stop,
4363,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-640,06:45,20:10,13h 25m,1-stop,
4364,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,09:05,13h 55m,1-stop,
4365,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-640,06:45,21:15,14h 30m,1-stop,
4366,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,10:15,15h 05m,1-stop,
4367,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,11:10,16h 00m,1-stop,
4368,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,12:20,17h 10m,1-stop,
4369,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,15:15,20h 05m,1-stop,
4370,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,18:20,23h 10m,1-stop,
4371,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,19:10,24h 00m,1-stop,
4372,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,20:10,25h 00m,1-stop,
4373,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-858,06:40,14:05,07h 25m,2+-stop,"15,872"
4374,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-858,06:40,14:30,07h 50m,2+-stop,"15,872"
4375,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-867,12:45,00:40,11h 55m,1-stop,"15,874"
4376,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-657,11:30,19:50,08h 20m,1-stop,"16,187"
4377,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-610,19:10,15:55,20h 45m,1-stop,
4378,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-854,18:25,23:00,04h 35m,2+-stop,"16,292"
4379,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-846,08:30,14:05,05h 35m,2+-stop,"16,292"
4380,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-846,08:30,14:30,06h 00m,2+-stop,"16,292"
4381,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-858,06:40,16:20,09h 40m,2+-stop,"16,658"
4382,Bangalore,Delhi,24-06-2022,28-06-2022,AirAsia,I5-972,14:25,01:10,10h 45m,2+-stop,"18,096"
4383,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-755,09:25,16:05,06h 40m,1-stop,"19,860"
4384,Bangalore,Delhi,24-06-2022,28-06-2022,AirAsia,I5-1982,08:45,15:20,06h 35m,1-stop,"22,620"
4385,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-604,08:20,03:55,19h 35m,1-stop,
4386,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-604,08:20,03:55,19h 35m,1-stop,
4387,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-640,06:45,03:55,21h 10m,1-stop,
4388,Bangalore,Delhi,24-06-2022,28-06-2022,Air India,AI-640,06:45,03:55,21h 10m,1-stop,
4389,Bangalore,Delhi,24-06-2022,28-06-2022,Vistara,UK-511,07:10,18:20,11h 10m,1-stop,"23,117"
4390,Bangalore,Delhi,24-06-2022,28-06-2022,AirAsia,I5-1780,05:10,14:55,09h 45m,1-stop,"27,692"
4391,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6247,04:40,07:25,02h 45m,non-stop,"9,679"
4392,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-5021,06:00,08:45,02h 45m,non-stop,"9,679"
4393,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6042,22:00,00:45,02h 45m,non-stop,"9,679"
4394,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 118,21:30,00:15,02h 45m,non-stop,"9,679"
4395,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 116,05:45,08:40,02h 55m,non-stop,"9,679"
4396,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 536,21:50,00:35,02h 45m,non-stop,"9,679"
4397,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6991,00:45,03:30,02h 45m,non-stop,"9,679"
4398,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-2401,13:55,16:40,02h 45m,non-stop,"9,679"
4399,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-5039,16:30,19:15,02h 45m,non-stop,"9,679"
4400,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-2174,18:00,20:45,02h 45m,non-stop,"9,679"
4401,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 871,09:20,12:10,02h 50m,non-stop,"9,679"
4402,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-2514,14:55,17:45,02h 50m,non-stop,"9,679"
4403,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 285,15:45,20:10,04h 25m,1-stop,"9,679"
4404,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 803,17:15,22:30,05h 15m,1-stop,"9,679"
4405,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 241,18:10,23:25,05h 15m,1-stop,"9,679"
4406,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 320,17:45,23:35,05h 50m,1-stop,"9,679"
4407,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 241,18:10,00:50,06h 40m,1-stop,"9,679"
4408,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 803,17:15,00:10,06h 55m,1-stop,"9,679"
4409,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 320,17:45,00:50,07h 05m,1-stop,"9,679"
4410,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 320,17:45,02:20,08h 35m,1-stop,"9,679"
4411,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 283,05:25,15:05,09h 40m,1-stop,"9,679"
4412,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 399,22:15,08:00,09h 45m,1-stop,"9,679"
4413,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 395,08:15,19:00,10h 45m,1-stop,"9,679"
4414,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 395,08:15,20:05,11h 50m,1-stop,"9,679"
4415,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 399,22:15,12:05,13h 50m,1-stop,"9,679"
4416,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 320,17:45,08:00,14h 15m,1-stop,"9,679"
4417,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 399,22:15,13:10,14h 55m,1-stop,"9,679"
4418,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 395,08:15,23:35,15h 20m,1-stop,"9,679"
4419,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 735,19:15,22:00,02h 45m,non-stop,"9,942"
4420,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-5025,20:30,23:15,02h 45m,non-stop,"9,942"
4421,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-804,06:10,08:55,02h 45m,non-stop,
4422,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-505,10:00,12:50,02h 50m,non-stop,
4423,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-503,17:00,19:50,02h 50m,non-stop,
4424,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-808,21:20,00:10,02h 50m,non-stop,
4425,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG-4005,11:15,16:25,05h 10m,1-stop,
4426,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 693,09:35,15:35,06h 00m,1-stop,
4427,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 538,17:30,23:55,06h 25m,1-stop,
4428,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 693,09:35,18:25,08h 50m,1-stop,
4429,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 768,13:30,23:30,10h 00m,1-stop,
4430,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 516,09:15,19:45,10h 30m,1-stop,
4431,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG-3023,09:25,20:50,11h 25m,1-stop,
4432,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 538,17:30,09:05,15h 35m,1-stop,
4433,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 516,09:15,04:40,19h 25m,1-stop,
4434,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 516,09:15,08:50,23h 35m,1-stop,
4435,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 538,17:30,17:45,24h 15m,1-stop,
4436,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 768,13:30,14:00,24h 30m,1-stop,
4437,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG-3023,09:25,10:15,24h 50m,1-stop,
4438,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 493,12:50,15:35,26h 45m,1-stop,
4439,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG-3027,05:45,08:55,27h 10m,1-stop,
4440,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 855,20:10,00:45,04h 35m,1-stop,"9,994"
4441,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 638,18:50,23:30,04h 40m,1-stop,"9,994"
4442,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 484,07:10,12:10,05h 00m,1-stop,"9,994"
4443,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 232,23:05,04:10,05h 05m,1-stop,"9,994"
4444,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 528,17:05,23:00,05h 55m,1-stop,"9,994"
4445,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 638,18:50,00:45,05h 55m,1-stop,"9,994"
4446,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 537,10:15,16:15,06h 00m,1-stop,"9,994"
4447,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6491,12:35,18:35,06h 00m,1-stop,"9,994"
4448,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6404,07:30,13:45,06h 15m,1-stop,"9,994"
4449,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 469,15:35,21:55,06h 20m,1-stop,"9,994"
4450,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 415,08:50,15:20,06h 30m,1-stop,"9,994"
4451,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6067,15:45,22:20,06h 35m,1-stop,"9,994"
4452,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 484,07:10,13:55,06h 45m,1-stop,"9,994"
4453,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6257,05:15,12:10,06h 55m,1-stop,"9,994"
4454,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 978,16:10,23:05,06h 55m,1-stop,"9,994"
4455,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 486,17:55,01:00,07h 05m,1-stop,"9,994"
4456,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6104,11:05,18:20,07h 15m,1-stop,"9,994"
4457,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 886,08:55,16:15,07h 20m,1-stop,"9,994"
4458,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6491,12:35,20:00,07h 25m,1-stop,"9,994"
4459,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6067,15:45,23:30,07h 45m,1-stop,"9,994"
4460,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 408,05:25,13:15,07h 50m,1-stop,"9,994"
4461,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 469,15:35,23:25,07h 50m,1-stop,"9,994"
4462,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 232,23:05,06:55,07h 50m,1-stop,"9,994"
4463,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 405,07:50,15:55,08h 05m,1-stop,"9,994"
4464,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 537,10:15,18:35,08h 20m,1-stop,"9,994"
4465,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6257,05:15,13:55,08h 40m,1-stop,"9,994"
4466,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E-6802,06:20,15:10,08h 50m,1-stop,"9,994"
4467,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 869,11:45,14:40,02h 55m,non-stop,"10,200"
4468,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-810,07:00,09:40,02h 40m,non-stop,"10,414"
4469,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-808,08:00,10:40,02h 40m,non-stop,"10,414"
4470,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-818,19:40,22:25,02h 45m,non-stop,"10,414"
4471,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-806,09:45,12:40,02h 55m,non-stop,"10,414"
4472,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 886,08:55,13:55,05h 00m,1-stop,"10,519"
4473,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-501,13:20,15:40,02h 20m,non-stop,
4474,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 136,05:55,08:25,02h 30m,non-stop,
4475,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 426,20:30,02:10,05h 40m,1-stop,"12,094"
4476,Bangalore,Delhi,24-06-2022,29-06-2022,Indigo,6E- 426,20:30,04:10,07h 40m,1-stop,"12,094"
4477,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-816,11:30,14:20,02h 50m,non-stop,"12,199"
4478,Bangalore,Delhi,24-06-2022,29-06-2022,AirAsia,I5-1622,10:55,21:45,10h 50m,1-stop,"12,515"
4479,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-820,17:45,20:20,02h 35m,non-stop,"13,249"
4480,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-802,18:45,21:30,02h 45m,non-stop,"13,249"
4481,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-915,17:30,21:35,04h 05m,1-stop,"15,555"
4482,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-854,18:25,23:00,04h 35m,2+-stop,"15,555"
4483,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-852,09:30,14:30,05h 00m,2+-stop,"15,555"
4484,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-858,06:40,12:40,06h 00m,2+-stop,"15,555"
4485,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-544,10:15,16:55,06h 40m,2+-stop,"15,555"
4486,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-858,06:40,14:05,07h 25m,2+-stop,"15,555"
4487,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-852,09:30,16:55,07h 25m,2+-stop,"15,555"
4488,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-858,06:40,14:30,07h 50m,2+-stop,"15,555"
4489,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-544,10:15,18:05,07h 50m,2+-stop,"15,555"
4490,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-852,09:30,18:05,08h 35m,2+-stop,"15,555"
4491,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-915,17:30,09:35,16h 05m,1-stop,"15,555"
4492,Bangalore,Delhi,24-06-2022,29-06-2022,AirAsia,I5-1781,12:15,19:55,07h 40m,1-stop,"13,981"
4493,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-657,11:30,19:50,08h 20m,1-stop,"15,870"
4494,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-852,09:30,16:20,06h 50m,1-stop Via Mumbai,"15,994"
4495,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-893,20:10,09:00,12h 50m,1-stop,"14,717"
4496,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-864,18:55,08:20,13h 25m,2+-stop,"14,746"
4497,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-854,18:25,08:20,13h 55m,2+-stop,"14,746"
4498,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-544,10:15,08:20,22h 05m,2+-stop,"14,746"
4499,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-852,09:30,08:20,22h 50m,2+-stop,"14,746"
4500,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-858,06:40,08:20,25h 40m,2+-stop,"14,746"
4501,Bangalore,Delhi,24-06-2022,29-06-2022,GO FIRST,G8- 873,05:45,15:30,09h 45m,1-stop,"16,294"
4502,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-897,07:45,15:35,07h 50m,1-stop,"15,032"
4503,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-897,07:45,19:55,12h 10m,1-stop,"15,032"
4504,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-850,19:55,08:20,12h 25m,2+-stop,"15,063"
4505,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-864,18:55,10:25,15h 30m,2+-stop,"15,063"
4506,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-854,18:25,10:25,16h 00m,2+-stop,"15,063"
4507,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-544,10:15,10:25,24h 10m,2+-stop,"15,063"
4508,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-852,09:30,10:25,24h 55m,2+-stop,"15,063"
4509,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-897,07:45,12:30,04h 45m,1-stop,"15,349"
4510,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-897,07:45,22:45,15h 00m,1-stop,"15,349"
4511,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-850,19:55,10:25,14h 30m,2+-stop,"15,381"
4512,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-864,18:55,00:10,05h 15m,2+-stop,"15,555"
4513,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-854,18:25,00:10,05h 45m,2+-stop,"15,555"
4514,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-864,18:55,00:55,06h 00m,2+-stop,"15,555"
4515,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-854,18:25,00:55,06h 30m,2+-stop,"15,555"
4516,Bangalore,Delhi,24-06-2022,29-06-2022,AirAsia,I5-1426,12:50,20:25,07h 35m,1-stop,"15,555"
4517,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,12:20,05h 35m,1-stop,
4518,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-604,08:20,15:15,06h 55m,1-stop,
4519,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,15:15,08h 30m,1-stop,
4520,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-604,08:20,18:20,10h 00m,1-stop,
4521,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-604,08:20,19:10,10h 50m,1-stop,
4522,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,18:20,11h 35m,1-stop,
4523,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-604,08:20,20:10,11h 50m,1-stop,
4524,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,19:10,12h 25m,1-stop,
4525,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-604,08:20,21:15,12h 55m,1-stop,
4526,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,20:10,13h 25m,1-stop,
4527,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,09:05,13h 55m,1-stop,
4528,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,21:15,14h 30m,1-stop,
4529,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,10:15,15h 05m,1-stop,
4530,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,11:10,16h 00m,1-stop,
4531,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,12:20,17h 10m,1-stop,
4532,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,15:15,20h 05m,1-stop,
4533,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,18:20,23h 10m,1-stop,
4534,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,19:10,24h 00m,1-stop,
4535,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,20:10,25h 00m,1-stop,
4536,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-850,19:55,00:55,05h 00m,2+-stop,"15,872"
4537,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-610,19:10,15:55,20h 45m,1-stop,
4538,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-846,08:30,14:05,05h 35m,1-stop,"16,292"
4539,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-846,08:30,14:30,06h 00m,1-stop,"16,292"
4540,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-846,08:30,16:55,08h 25m,1-stop,"16,292"
4541,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-657,11:30,16:30,05h 00m,1-stop,"16,502"
4542,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-858,06:40,16:20,09h 40m,2+-stop,"16,658"
4543,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-867,12:45,00:40,11h 55m,1-stop,"17,134"
4544,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-846,08:30,16:20,07h 50m,1-stop,"17,183"
4545,Bangalore,Delhi,24-06-2022,29-06-2022,SpiceJet,SG- 327,06:05,18:15,12h 10m,1-stop,
4546,Bangalore,Delhi,24-06-2022,29-06-2022,AirAsia,I5-1426,12:50,01:00,12h 10m,1-stop,"18,096"
4547,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-755,09:25,20:55,11h 30m,1-stop,"20,177"
4548,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-511,07:10,18:20,11h 10m,1-stop,"20,387"
4549,Bangalore,Delhi,24-06-2022,29-06-2022,Vistara,UK-814,21:15,23:50,02h 35m,non-stop,"20,599"
4550,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-604,08:20,03:55,19h 35m,1-stop,
4551,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-604,08:20,03:55,19h 35m,1-stop,
4552,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,03:55,21h 10m,1-stop,
4553,Bangalore,Delhi,24-06-2022,29-06-2022,Air India,AI-640,06:45,03:55,21h 10m,1-stop,
4554,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-6247,04:40,07:25,02h 45m,non-stop,"9,679"
4555,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-6042,22:00,00:45,02h 45m,non-stop,"9,679"
4556,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-2053,23:10,02:00,02h 50m,non-stop,"9,679"
4557,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 118,21:30,00:15,02h 45m,non-stop,"9,679"
4558,Bangalore,Delhi,24-06-2022,30-06-2022,SpiceJet,SG- 536,21:50,00:35,02h 45m,non-stop,"9,679"
4559,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 116,05:45,08:40,02h 55m,non-stop,"9,679"
4560,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-6991,00:45,03:30,02h 45m,non-stop,"9,679"
4561,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-5021,06:00,08:45,02h 45m,non-stop,"9,679"
4562,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-2401,13:55,16:40,02h 45m,non-stop,"9,679"
4563,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-2174,18:00,20:45,02h 45m,non-stop,"9,679"
4564,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E- 735,19:15,22:00,02h 45m,non-stop,"9,679"
4565,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-5025,20:30,23:15,02h 45m,non-stop,"9,679"
4566,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-2514,14:55,17:45,02h 50m,non-stop,"9,679"
4567,Bangalore,Delhi,24-06-2022,30-06-2022,Indigo,6E-2186,07:45,10:40,02h 55m,non-stop,"9,679"
4568,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 285,15:45,20:10,04h 25m,1-stop,"9,679"
4569,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 803,17:15,22:30,05h 15m,1-stop,"9,679"
4570,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 241,18:10,23:25,05h 15m,1-stop,"9,679"
4571,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 320,17:45,23:35,05h 50m,1-stop,"9,679"
4572,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 241,18:10,00:50,06h 40m,1-stop,"9,679"
4573,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 803,17:15,00:10,06h 55m,1-stop,"9,679"
4574,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 320,17:45,00:50,07h 05m,1-stop,"9,679"
4575,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 873,05:45,15:30,09h 45m,1-stop,"9,679"
4576,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 399,22:15,08:05,09h 50m,1-stop,"9,679"
4577,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 395,08:15,19:00,10h 45m,1-stop,"9,679"
4578,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 399,22:15,10:15,12h 00m,1-stop,"9,679"
4579,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 320,17:45,08:05,14h 20m,1-stop,"9,679"
4580,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 395,08:15,23:35,15h 20m,1-stop,"9,679"
4581,Bangalore,Delhi,24-06-2022,30-06-2022,GO FIRST,G8- 399,22:15,14:20,16h 05m,1-stop,"9,679"
